id,tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
1964,"At SXSW, Apple schools the marketing experts | #SXSW. {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,60
1967,Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,97
1968,@mention Apple store NYC one day? #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,39
1970,Well The Apple Store website says iPads will only be available at 5 PM on Friday Wonder how that will affect #SxSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,114
1971,@mention Apple to open a pop-up store downtown Austin (6th &amp; congress) for #SXSW and the iPad 2 launch,UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
1975,New iPad Apps for #Speech Therapy and Communication Are Showcased at the #SXSW Conference {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
1976,New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
1977,New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,UNKNOWN,No emotion toward brand or product,Neutral,Apple,126
1978,New iPad Apps for Speech Therapy and Communication Are Showcased at the #SXSW Conference {link} cc @mention @mention #sxswi,UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
1979,First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,81
1980,"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
1981,Vai come̤ar a palestra do  @mention ex-chief evangelist of Apple #sxsw,UNKNOWN,I can't tell,Neutral,Apple,70
1982,"Seen so far at #SxSW: pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
1983,150 mm usar of Google maps ate mobile. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,44
1985,"#bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",UNKNOWN,No emotion toward brand or product,Neutral,Google,138
1987,20% of searches on Google are local searches #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,50
1988,Another hard call this morning: Designing for the iPad or From reading to writing the genetic code. Going with the latter. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
1989,Police guard iPad 2's at Apple Store #sxsw #iPad {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,55
1990,I just heard that iPads are sold out (except for a few) at Apple pop-up store #sxsw True?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,89
1992,"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",UNKNOWN,No emotion toward brand or product,Neutral,Google,100
1993,Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it? #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
1994,@mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,UNKNOWN,No emotion toward brand or product,Neutral,Apple,107
1995,"@mention Are you at #sxsw ?  || No, just watching from afar.  Couldn't help noticing buzz generated by  a shirt + arduino + android !",UNKNOWN,No emotion toward brand or product,Neutral,Google,133
1996,@mention are you in Texas? HOW IS IT?  #Apple #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,51
1997,@mention are you really coming to the Team Android Party? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,63
2001,iPhone charging at #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,32
2003,We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,90
2004,iPhone sharing???? #sxsw #shareable,UNKNOWN,No emotion toward brand or product,Neutral,Apple,35
2005,Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK,UNKNOWN,No emotion toward brand or product,Neutral,Google,86
2006,The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,UNKNOWN,No emotion toward brand or product,Neutral,Apple,87
2007,Man gets arrested at #sxsw for not having an iPhone.  {link},UNKNOWN,I can't tell,Neutral,Apple,60
2010,"Thanks, Marshall Jones for the heads-up! Apple to open temporary store for #SXSW at 6th and Congress... {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,110
2015,Android party ... #SxSW (@mention Lustre Pearl Bar w/ 63 others) {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,71
2016,Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,67
2018,"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss. #SXSW #fb",UNKNOWN,No emotion toward brand or product,Neutral,Apple,131
2019,"Chimpit party, plutopia, google, maybe a movie. #sxsw starts today for me :)",UNKNOWN,No emotion toward brand or product,Neutral,Google,76
2020,I'm lazy as F. Is there a feed for listening to #SXSW bands on iPhone? I'm woefully unprepared for music @mention spreadsheet notwithstanding,UNKNOWN,No emotion toward brand or product,Neutral,Apple,141
2021,&quot;ideas not objects&quot; Robert burner hired Ives at apple. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,70
2022,OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,106
2024,RT SteveCase: Google to Launch Major New Social Network Called Circles {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,83
2025,Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,117
2027,iPhone crashed in front of #sxsw Apple pop-up. #bestworstthingever,UNKNOWN,I can't tell,Neutral,Apple,66
2030,"Like you asserted, corporate is the new indie. RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
2031,Can't be at  #SXSW ? well this is a nice (free) booby prize... Featured Artists - {link} #iTunes #free via  @mention,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,116
2033,@mention at #SXSW also known as hershel by my iPhone autocorrect. {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,72
2036,"Startups at #SXSW, @mention is giving away free hosting. Fill out this and @mention me for a chance to win. {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,114
2041,"Verbs OH at #SXSW: bump, google, facebook, ping, hashable, fuck, meet, hire...(me) any more?",UNKNOWN,No emotion toward brand or product,Neutral,Google,92
2043,Can't be at #sxsw? download their free music mix on itunes {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,65
2044,The line at 6th &amp; Congress to enter the new Apple store wraps around 2 blocks  #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,88
2048,"No, up that count to 48 as I pass charging station. #fools #sxsw @mention",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,73
2049,Arriving at Google party at #SXSW. Small queue. 1986 here we come. Wittingly some of our group weren't born then. {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,120
2052,A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,UNKNOWN,No emotion toward brand or product,Neutral,Apple,114
2053,Google heat map for global searches. #SXSW #Hotpot {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,57
2055,"Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS. So sad missed Rye Rey",UNKNOWN,I can't tell,Neutral,Google,139
2057,Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,95
2060,"The line at the #sxsw Apple Popup Store was shorter than the line at the Starbucks across the street. So, I really had no choice��_",UNKNOWN,No emotion toward brand or product,Neutral,Apple,131
2061,The line at the #sxsw pop-up Apple store is already around the block.  5 hrs b4 ipad2 goes on sale. {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
2064,"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,77
2066,"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,133
2067,Wonder what they'll have up their sleeves RT @mention #Google Launch New #Social #Network Called #Circles {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,118
2069,thats great! RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers. {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
2070,��� WHO? WHAT? WHERE? WHEN? WHY? ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,102
2074,Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,87
2077,@mention atleast you are at #sxsw. I'm not there AND I have no Ipad. #doubleloser,UNKNOWN,No emotion toward brand or product,Neutral,Apple,81
2078,"William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",UNKNOWN,I can't tell,Neutral,Google,114
2079,No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,82
2080,"We're creatures of habit. Google found that CTRs for blue links far outpaced green. The darker the link, the more clicks it got. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,134
2081,"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",UNKNOWN,No emotion toward brand or product,Neutral,Apple,132
2082,"#CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by @mention  #SXSW #google",UNKNOWN,No emotion toward brand or product,Neutral,Google,121
2083,We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,92
2085,"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,74
2086,"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,85
2087,"5th Ave, Austin #sxsw #ipad2 lines. {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,42
2088,You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
2089,"Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
2090,Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw,iPhone,No emotion toward brand or product,Neutral,Apple,67
2092,&quot;I have my iPhone and @mention - Paul Reubens #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,56
2096,Think I saw @mention or a lookalike in line for iPad 2 @mention Apple pop-up shop at #SXSW. He's got an awesome (&amp; very profitable) YouTube channel,UNKNOWN,No emotion toward brand or product,Neutral,Apple,151
2098,"Stepping away from the computer, leaving my iPhone in the den.  #disconnectedSundays  #booya.  Have a good avro #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
2110,"Have to say, when I heard &quot;pop up Apple store&quot; I pictured something more along the lines of a inflatable bouncy castle. #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,135
2111,Marissa Mayer @mention : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw via @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,119
2112,Marissa Mayer @mention future: not AR but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,134
2114,"Marissa Mayer at #SXSW: 150 M users of Google Maps for mobile. For 1st time ever, an app born for web has more use as a mobile app.",UNKNOWN,No emotion toward brand or product,Neutral,Google,131
2115,Marissa Mayer at #sxsw: 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link} #in,UNKNOWN,No emotion toward brand or product,Neutral,Google,119
2116,Marissa Mayer demonstrating the google art project. Take a museum tour  without leaving home. Art for the masses. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,119
2119,Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone. #SXSW #guardian,UNKNOWN,No emotion toward brand or product,Neutral,Google,140
2120,Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,126
2121,Marissa Mayer rechristening augmented reality as &quot;contextual discovery at #sxsw #sxswi #google #tcs_dw,UNKNOWN,No emotion toward brand or product,Neutral,Google,107
2123,Marissa Mayer-taking phone location data from a ski hill and laying the elapsed movement of skiiers onto Google maps. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,123
2124,"Marissa Mayer, Google, says 40% of Google Maps usage is local. Google Maps has more than 150m users a day. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,112
2126,"Marissa Mayer, VP of Search at Google is on live from #sxsw in just a few moments {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,88
2129,Marissa Mayer: #Google Will Connect the #Digital &amp; Physical Worlds Through #Mobile {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,99
2130,Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,UNKNOWN,No emotion toward brand or product,Neutral,Google,104
2131,Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users) {link} #google #SXSW #TC,UNKNOWN,No emotion toward brand or product,Neutral,Google,115
2132,Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile��Users) {link} via @mention #SXSW $GOOG,UNKNOWN,No emotion toward brand or product,Neutral,Google,123
2133,Marissa Mayer: 40% Of Google Maps Usage Is Mobile. Surprised it isn't way north of 50% #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,99
2136,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,98
2137,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,98
2139,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw (via @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,112
2140,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,105
2141,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - on.mash.to/fHDCfn #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,109
2142,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #mobile #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,104
2145,"Marissa Mayer's preso at #sxsw was good. Big ad for Google, which is fine. She was good. I expected more. Other attendees' thoughts?",UNKNOWN,No emotion toward brand or product,Neutral,Google,132
2147,"Google plays down social network Circles at #SxSW {link} - FB needs a rival, even if it's just to keep them on their toes",Google,No emotion toward brand or product,Neutral,Google,121
2152,Expect mob scenes on W 6th St &amp; Congress {link} #sxsw #ipad2,UNKNOWN,No emotion toward brand or product,Neutral,Apple,64
2154,"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,114
2155,Cool new band alert at #SXSW. Check out A House A Home. Google them now! {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,79
2156,Miss the Battelle Interview About IPad 2 &amp;Social Media last week? Find it here [video] {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,103
2157,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting   {link} ~@mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,121
2159,Just got BBQ on my iPhone #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,31
2160,Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,97
2161,Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,134
2162,Going to be big if Google gets it: Using Q&amp;A Site Hipster If You�۪re At SXSW  {link} #sxsw #tech #social,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,108
2163,About to be interviewed by Mashable while waiting in line at the popup Apple Store at #SxSW.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,92
2165,Line has been wrapped around the block all day #apple #ipad2 #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,66
2166,"See a member of our team carrying one of these bags at #SXSW, show them your Wolfram|App &amp; get a W|A iPhone case! {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
2167,"See a member of our team with this bag at #sxsw, show them your Wolfram App &amp; get a W|A case for your iPhone!  {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,121
2169,Any blackberry apps for #sxsw ?? Pls let @mention and I know...cheers...will have iphone too...:-),UNKNOWN,I can't tell,Neutral,Apple,98
2173,"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,116
2174,70% of mobile hits on Texas Tribune come from apple devices. Cor. Via Niran Babalola #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,90
2175,"AOL, T-Mobile Launch 'Play' Android App {link} via @mention #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,65
2176,Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,72
2177,Success! Blah panel but found an open outlet to charge up the old iPad. #SxSW #fb,UNKNOWN,No emotion toward brand or product,Neutral,Apple,81
2179,(-: Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link} {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,85
2182,"Post-Facebook Deal, #Beluga Gets A Final #SXSW Tune-Up {link} #tc #facebook #iphone",UNKNOWN,No emotion toward brand or product,Neutral,Apple,83
2183,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #beluga #Facebook #iphone #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
2184,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #ButFacebook #FastSociety #iPhone #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,99
2185,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #tc #beluga #facebook #iphone #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,95
2186,@mention Booth 1406-1408 at #sxsw &amp; we have some great deals going on there to buy a juice pack and extend your iPhone battery life!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,136
2187,"My wish, both for myself &amp; for boomers: stop disabling zoom on iPhone &amp; iPad apps! #sxsw yourmom",UNKNOWN,No emotion toward brand or product,Neutral,Apple,104
2189,Talking about bar codes and their use.  Google has an open source bar code API  that can be used for other devices. #SXSW #mobile,UNKNOWN,No emotion toward brand or product,Neutral,Google,129
2191,We read about the Google Circles rumors today at #SXSW. What are your thoughts on it? Let us know! #LiptonSXSW {link} 18+,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,121
2192,"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",UNKNOWN,No emotion toward brand or product,Neutral,Google,90
2193,Come Celebrate Austin with Google and GSD&amp;M at SXSW - Hotpot Blog {link} #fb #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,86
2195,@mention Brian - Actually Austin doesn't have an Apple store but there is a rumor they built a pop up one {link}  for #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
2196,Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC,UNKNOWN,No emotion toward brand or product,Neutral,Apple,87
2197,The last broadcast OR Your mom has an iPad. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,49
2198,want Gun Bros for Android? want to play it on #XperiaPlay? Find me @mention for a download card #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,109
2199,Play Gun Bros on an xperia play at Google League event and parking lot of #teamandroid event on #xperiaplay Sunday #sxsw @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,129
2201,pubsubhubbub is an interesting way to cache some load off your web server {link} via @mention #fsw #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,104
2205,"Everyone buying iPad 2's! I feel like a dinosaur with version, my blackberry and pc. Sxsw is like an Apple convention #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
2206,Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,67
2209,{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,111
2210,Optimistic #Ohio #SXSW. Google pay per click management.   {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,65
2211,Wicked pic I got of @mention (Duncan Jones) before I got to shake his hand. #SXSW - {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,90
2212,Free music on iTunes! SXSW: Featured Artists - {link} #iTunes #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,67
2213,"Awkward JC Penneys question asked to Marissa Mayer, apparently JC Penney locations are being re-routed to Macys in Google maps? #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,133
2215,woohoo! cc: @mention @mention RT @mention Apple to Open Pop-Up Shop at #SXSW [REPORT] - {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,94
2216,Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,103
2217,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues - TechCrunch: Chris Sacca Tweets O... {link} #apple",UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
2218,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,77
2219,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link} #ipad",UNKNOWN,No emotion toward brand or product,Neutral,Apple,83
2220,ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention,UNKNOWN,I can't tell,Neutral,Apple,104
2223,I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,120
2225,"@mention can one of your shirts say #winning?! Rofl!!

#angrybirds #iPhone #iPad #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,86
2226,@mention Can we make you an iPhone case with TTYE on it just in time for #sxsw? We want to show our support!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
2227,"Bisot�� location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,104
2229,RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.,UNKNOWN,No emotion toward brand or product,Neutral,Google,111
2230,"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,140
2231,Open-source geo-hashing coming soon from @mention being used by @mention developers called S2 #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,99
2232,"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,89
2233,"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,122
2234,Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link},UNKNOWN,I can't tell,Neutral,Apple,104
2235,"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,108
2236,"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;",UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
2237,"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah",UNKNOWN,No emotion toward brand or product,Neutral,Google,107
2239,My Apple Charger Lanyard hack is getting rave reviews! :-) #MonksOfInvention #SxSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,89
2240,@mention check into some of the new chatting/texting startups that are coming out of #SXSW {link} (re:iphone chat client),UNKNOWN,No emotion toward brand or product,Neutral,Apple,121
2244,"@mention Check out a bunch of #free #atx on the @mention Unofficial #SXSW events list, here or for iPhone/Android: {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,121
2245,"@mention check out GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,95
2251,@mention check the photo feed from Apple store #SXSW  {link} thanks to @mention @mention @mention.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
2253,Apple's Schiller: White iPhone will debut in spring: Don't they also try to sell you faster speed cable? #SXSW m... {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
2254,"Best tsotchke at #SxSW so far���my iPhone was almost out of power and PowerMat gave me a free, fully charged battery: {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
2256,congrats chris! RT @mention #SXSW Interactive Award: Music Category to &quot;Wilderness Downtown&quot; @mention @mention @mentione,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,130
2257,"Anna's Social Media Picks of the Week (03/11/11) {link} covering social media and Japan, The iPad 2, #SXSW and more...",UNKNOWN,No emotion toward brand or product,Neutral,Apple,118
2258,Google Social Media RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,113
2259,Google Social Network: Circles   coming today at #sxsw? {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,62
2260,It's official: everyone at #sxsw uses an iphone.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,48
2263,It's Official! An Apple Store has popped up at #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,60
2265,&quot;Narcissism &amp; challenge of FB Pages&quot; {link} coupled w/ &quot;Google's Spam Problem&quot; {link} explain Circles &quot;a bit&quot;. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,150
