tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
I just had to read TV recaps online to keep up with my shows. I have 600 unread posts in Google Reader. I'm completely detached. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,134
Interested to see what Google will have to show off when they unveil #Circles at #sxsw.,UNKNOWN,No emotion toward brand or product,Neutral,Google,87
No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,109
"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",iPad or iPhone App,Negative emotion,Negative,Apple,95
{link} Did you hear? Apple�۪s opening a temporary store just for #SXSW! (via @mention,Apple,Positive emotion,Positive,Apple,85
HTML 5 and you. At the google booth. #sxsw  {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,50
Don't hold your breath about Google Circles (at least during #SXSW): {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,75
"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,113
"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen",UNKNOWN,No emotion toward brand or product,Neutral,Google,96
ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,Google,Positive emotion,Positive,Google,101
All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,iPad or iPhone App,Positive emotion,Positive,Apple,113
"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",iPad,Positive emotion,Positive,Apple,96
All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!,Apple,Positive emotion,Positive,Apple,128
Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,55
First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times,UNKNOWN,Positive emotion,Positive,Apple,108
Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple,114
@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,UNKNOWN,No emotion toward brand or product,Neutral,Apple,111
The MoST Dangerous ipad in my life.. {link} Jaqueline Bojan #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,65
Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW,Android App,Positive emotion,Positive,Google,93
iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,UNKNOWN,No emotion toward brand or product,Neutral,Apple,140
"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,128
"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...",Other Google product or service,Positive emotion,Positive,Google,97
It's pie day at the google booth at #sxsw #mylunch,Google,Positive emotion,Positive,Google,50
"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,83
The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.,Apple,Negative emotion,Negative,Apple,106
dumb blonde {link} Evelyn #sxsw Juwan Howard iPad,UNKNOWN,No emotion toward brand or product,Neutral,Apple,49
Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,90
"To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",UNKNOWN,No emotion toward brand or product,Neutral,Apple,86
I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.,iPad,Positive emotion,Positive,Apple,92
The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi,UNKNOWN,No emotion toward brand or product,Neutral,Google,72
"Getting ideas at #SXSW? Save them on your iPad using Action Lists. True to GTD, syncs w/ iPhone &amp; web.
{link}",UNKNOWN,Positive emotion,Positive,Apple,113
bands needed for sx podcast {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,40
Have decided I need an ipad. #usguys #sxsw,iPad,Positive emotion,Positive,Apple,42
giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,98
@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,82
"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",Apple,Positive emotion,Positive,Apple,150
Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,Android,Positive emotion,Positive,Google,79
Watching demo of google hotpot ... People using this? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,59
We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,90
Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,143
"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,132
The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,99
The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw it's more fun with the iPad2,iPad,Positive emotion,Positive,Apple,128
Next up: designing interfaces for iPad. Or should I hit up &quot;Your Brand is Obsolete&quot;? #SXSW,UNKNOWN,I can't tell,Neutral,Apple,100
"Possible d̩voilement au #SXSW RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,121
"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - {link} - via @mention",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,129
@mention Did you do this in Austin at @mention #SXSW? {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,60
@mention Did you find out the hours of the apple store? I'm curious too... #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,80
@mention did you hear the rumor there might be a special apple pop-up store at #sxsw specifically for the ipad2 launch?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,119
@mention did you see my tweet from before re:ipad 2 being sold at #sxsw ?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,73
@mention did you see that #apple is opening up a temporary store at #SXSW for the iPad 2 launch? maybe we can transfer...,UNKNOWN,No emotion toward brand or product,Neutral,Apple,121
@mention did you snag an iPad 2 yesterday? thoughts so far? #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,65
N5: Spreading the Disease  {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,93
"Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping buy back, no es posible.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,138
Who's heading to the pop-up Apple store today? Anyone know what time the sale starts? #SXSW #SXSWK,UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
"@mention direct shot @mention offering rewards for check-ins on Latitude, starting in Austin for #SXSW. {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,110
is a bit disappointed that the two iPad talks had so many overlapping examples #sxsw,Apple,Negative emotion,Negative,Apple,84
@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,96
@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm  {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,104
&quot;credit card companies know with 98% accuracy 2 yrs before that you're going to get divorced&quot;  @mention at #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,129
"So every DJ at #SXSW now spins with an iPad as part of their arsenal. The future is coming. No wait, it's here.",UNKNOWN,Positive emotion,Positive,Apple,111
Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,78
Almost didn't bring my #iPad to #SXSW b/c it's a 1st gen. Having lunch wondering what the SXSW hipster uniform will be this year. #FB,UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
hope u didn't jinx it. :) @mention Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple,124
"Thank goodness for these two hour breaks where I have turn off my iPhone, or my battery would be TOAST!  #sxsw",UNKNOWN,I can't tell,Neutral,Apple,110
Thank goodness they ran out of iPad 2s. Now I don't have to worry about giving in and just buying one at the popup Apple store. #SXSW,iPad,Positive emotion,Positive,Apple,133
@mention do I get bonus points if I collect all colors of glow in the dark google cups #googlekillsit #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,107
"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
Just how do you improve your website rankings? Advice from both Google and Bing at #SXSW. {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,96
@mention does the #iphone at the price point of $49.99 make that even more of an explosion? How do carriers work on plans?  #SXSW #bolinsxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,140
@mention Doh! I can share a pic of the update on my iPad since I'm not at #SXSW - if you'll mail me a shirt. ;),UNKNOWN,No emotion toward brand or product,Neutral,Apple,111
@mention Doing better now. Boys in bed &amp; I am downloading some realty tv to iPad for trip to #sxsw on Thurs. Thanks! :),UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
"Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",iPhone,Negative emotion,Negative,Apple,139
Z7: Lead Don't Follow {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,86
@mention dont miss the Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW sessi Mon 12:30pm-Part 1 was at #SMX,UNKNOWN,No emotion toward brand or product,Neutral,Google,131
"Just got down at the Android Party for #sxsw #AndroidSXSW here's the painting, time to blahzay! {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,102
The countdown to #SXSW has begun! @mention will be there��_ Pick up &quot;Fried Speakers&quot; on iTunes {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,111
"@mention Download the @mention for iPhone to reserve your space to #meet, #mingle or #escape during #sxsw! Go to:sxsw.myturnstone.com",UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
"Having a drink called an Alan Turing and making a Lego robot. Oh, Google :) #sxsw  @mention Speakeasy {link}",Google,Positive emotion,Positive,Google,108
Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW,Apple,Positive emotion,Positive,Apple,74
Native Android and iOS dev in newest version of @mention Flash #sxswadobemobile #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,85
at the Android party and kinda embarrassed by my iPhone #SXSW,iPhone,Negative emotion,Negative,Apple,61
Our friends at @mention finally &quot;put out&quot; for Android. Get their app &amp; get your disc on during #sxsw ^KH,UNKNOWN,Positive emotion,Positive,Google,118
"For friends at #SXSWi - New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,119
Picplz Adds Photo Collections And Borders {link} #Android #Apple #iPhone #iTunes #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,86
"Apple heads to #SXSW, sets up temporary store in Austin {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,62
"Apple heads to SXSW, sets up temporary store in #Austin {link} #news #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,74
"Apple heads to SXSW, sets up temporary store in Austin {link} #Apple #iPad2 #RanceWilemon #SXSW #WhetherApple",UNKNOWN,No emotion toward brand or product,Neutral,Apple,109
That sounds...fantastic. RT @mention At the Google party...awesome. #SXSW,UNKNOWN,Positive emotion,Positive,Google,73
One lone dude awaits iPad 2 at Apple�۪s #SXSW store: Apple likely expected a bigger crowd forming at its South by ... {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
One lone dude awaits iPad 2 at Apple�۪s #SXSW store: Apple likely expected a bigger crowd��_ {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,99
One lone dude awaits iPad 2 at Apple�۪s SXSW store {link} #Apple #iPad2 #SXSW #tablets,UNKNOWN,No emotion toward brand or product,Neutral,Apple,86
"@mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,76
This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,Positive emotion,Positive,Apple,71
"#sxsw hardware. iPad #rickshaw bag, #lunatik, #incase iPhone4 battery pak, flip, Nike+, Bose buds, sprint mifi, ��_ {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
"Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting",Google,Positive emotion,Positive,Google,137
Google body beta uber  #SXSW #health2dev #cool,Other Google product or service,Positive emotion,Positive,Google,46
"We're ready for you @mention ! This is where the magic happens- @mention us, use the #zazzlesxsw hashtag and create your own iPhone case! #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,143
"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.",iPad or iPhone App,Negative emotion,Negative,Apple,140
i'm already jealous // @mention Apple does a popup store just for #sxsw {link} #gonnagetanipad2,Apple,Positive emotion,Positive,Apple,95
Can already tell i should have brought as ass pillow and iPhone backup charger to #sxsw #numbassonfloor,iPhone,Positive emotion,Positive,Apple,103
Can anybody tell me if Apple store at #SXSW has White 16GB iPad Verizon in stock?  They were out on Saturday.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,109
Google Body. @mention shares how patients &amp; physicians can wow each other by sharing data &amp; interactive anatomy #sxswh #hcinno #sxsw #sxswi,UNKNOWN,No emotion toward brand or product,Neutral,Google,147
Taking the  #iPad 2 plunge at the  #SXSW pop-up store on Congress. #keepingupwithDKM,UNKNOWN,No emotion toward brand or product,Neutral,Apple,84
Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link},Android App,Positive emotion,Positive,Google,92
Off to see @mention in &quot;Left Brain Search = Google. Right Brain Search = X&quot; panel at #SXSW #BetterSearch,Google,Positive emotion,Positive,Google,114
Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw,iPad,Negative emotion,Negative,Apple,127
"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",Google,Positive emotion,Positive,Google,135
Really the &quot;google me&quot; is now going to be called &quot;Circle&quot; hmm we will see later today at #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,114
What's the #Buzz: #Billings entrepreneurs win tech award at #SXSW for @mention {link} via @mention #technology,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,110
"New Google #Circles Would Have More Nuanced Sharing, But#Google Says No Launch Imminent {link} -- later today at #SXSW ?",UNKNOWN,No emotion toward brand or product,Neutral,Google,120
"Only white #ipad2 64gig wifi available at #Austin #SXSW #Apple popup store right now, but no wait!",UNKNOWN,Positive emotion,Positive,Apple,98
"Temp store #sxsw  @mention Apple Store, SXSW {link}",UNKNOWN,I can't tell,Neutral,Apple,51
"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",iPad,Positive emotion,Positive,Apple,97
"To service #SxSW attendees, #Apple opens popup #iPad store in Austin at Scarbrough Building on Congress Avenue",UNKNOWN,No emotion toward brand or product,Neutral,Apple,110
Loving the 80s music at aclu google party!!! #sxsw,Google,Positive emotion,Positive,Google,50
sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,Apple,Positive emotion,Positive,Apple,121
Or all the above? RT @mention setting up temp store at #SXSW 2 sell #iPad2- Crazy?Brilliant?Convenient? {link} #SXSWi,UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
"One minute ago, the guy I spoke outside Apple's pop-up Austin store would have got his hands on an iPad 2. He waited since 6.30am... #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,138
"Add google alerts to your project, and amazing things happen...#sxsw",Other Google product or service,Positive emotion,Positive,Google,68
"HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",UNKNOWN,No emotion toward brand or product,Neutral,Apple,143
Looks like all the apps for #SXSW are for the #iPhone. What about the #blackberry? The blackberry??? {link} (rt @mention,iPhone,Positive emotion,Positive,Apple,120
Even I use an iPhone now. RT @mention From evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,iPhone,Positive emotion,Positive,Apple,133
Test Drive an Xperia Play with @mention and @mention  details here: {link} (at least some of them) #Android #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,113
"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",Google,Positive emotion,Positive,Google,139
New iPhone app from @mention called DailyGrape - replacing WineLibrary TV with mobile content &amp; videos. Help to make wine choices #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,UNKNOWN,No emotion toward brand or product,Neutral,Apple,83
Liking the Apple pop-up store at Sixth Street and Congress Avenue @mention #SXSW,Apple,Positive emotion,Positive,Apple,80
I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,UNKNOWN,I can't tell,Neutral,Apple,140
"OMG, There are probably 100 people in this session who already have an iPad 2 #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,83
Fail Whale artist @mention living through the iPad 2 #sxsw {link},iPad,Positive emotion,Positive,Apple,65
I won't be at #sxsw and I won't be in line to buy iPad 2.0 tomorrow. #notwinning.,iPad,I can't tell,Neutral,Apple,81
I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,UNKNOWN,No emotion toward brand or product,Neutral,Apple,115
"If you are at #SXSW stop by the Austin Details Gallery to check out some #iPad art
{link} #Art",UNKNOWN,No emotion toward brand or product,Neutral,Apple,94
"If you are at #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -&gt; {link} #QRCode",UNKNOWN,No emotion toward brand or product,Neutral,Apple,118
"Which line at #SXSW will be longer? 3/11 at the temp Apple store for the iPad2? Or 3/14 at the Microsoft booth for IE9? [Yeah, right!] :D",Apple,Positive emotion,Positive,Apple,137
Short line at the Apple pop up store in Austin. 50-60 people. #ipad2  #sxsw {link},Apple,Positive emotion,Positive,Apple,82
Whoa! line at the pop up apple store in downtown austin. iPad midnight madness.  #sxsw  {link},iPad,Positive emotion,Positive,Apple,94
"If you are attending #SXSW, please bring your old mobile phones for the Hope Phones project {link}  @mention",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,108
New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,iPhone,Negative emotion,Negative,Apple,136
Slides are available on the @mention site for @mention #touchingstories preso {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,90
I'm at the Barton Creek Apple Store.The pop-up store will how open until Friday w/a new shipment of iPad 2. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,113
Ah! iPhone battery fully recharged courtesy of @mention Charge Anywhere. Find @mention or I at #SXSW &amp; charge up on the fly!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
The iPhone battery was not made for @mention #sxsw,iPhone,Negative emotion,Negative,Apple,50
There have been two days in the last 6 months when mobile usage of google maps was higher than desktop. - Marissa Mayer #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,125
What's the best iPad app for (offline) viewing of the #sxsw program?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,68
One of the best photo apps for the iPhone ��� Hipstamatic ��� is getting ...  #apps #sxsw #hipstamatic {link},iPad or iPhone App,Positive emotion,Positive,Apple,109
What's the best site for registering/viewing unofficial #SXSW events? Want to publicize this non-#SXSWi #archives event {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,126
Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud,UNKNOWN,No emotion toward brand or product,Neutral,Google,103
Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud{link} {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,116
"Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,119
Smart move by Apple opening popup store for #iPad2 launch in downtown Austin during #SXSW. {link},Apple,Positive emotion,Positive,Apple,97
FourSquare CEO @mention sounded open-minded to a big partnership with Google  (i.e. acquisition)  #sxsw #wallstreet,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,115
"SXSW
500 E Cesar Chavez St, Austin, Texas
{link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,54
Sweet! The convore iPhone app is ready for #sxsw : {link},iPad or iPhone App,Positive emotion,Positive,Apple,57
"Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",iPad,Positive emotion,Positive,Apple,117
Yes! apple design wins again! RT @mention The new iSack is SOO Cool! #sxsw  {link},Apple,Positive emotion,Positive,Apple,82
The iPhone developer meetup was packed! #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,45
Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,130
This Apple Fanboy just bought an iPad 2 - sweeeet! At #SXSW special Apple pop-up store,iPad,Positive emotion,Positive,Apple,86
"Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",Apple,Positive emotion,Positive,Apple,104
New circle game? RT @mention  @mention Google (tries again) to launch new social network called Circles: {link} #sxsw,Other Google product or service,Negative emotion,Negative,Google,117
Can Google get social in Texas?  {link} #SXSW #google,UNKNOWN,No emotion toward brand or product,Neutral,Google,53
Can Google get social in Texas? {link} #ChrisMessina #facebook #google #GoogleCircles #SXSW #TWITTER,UNKNOWN,No emotion toward brand or product,Neutral,Google,100
"For anyone going to #SXSW for the first time, free Lonely Planet Austin guide for iphone tinyurl.com/6gjmypj",UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
"If you are going to #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -&gt; {link} #QRCode",UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
"If you are going to be on foot at #SXSW, don't forget to stop by the newest Apple store in Austin: {link}",Apple,Positive emotion,Positive,Apple,105
One of the Google Doodle guys has a wacky powerglove thing that I want to play with. #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,98
looks like google is publicly denying that &quot;circles&quot; will be presented at #sxsw today.,UNKNOWN,No emotion toward brand or product,Neutral,Google,96
On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,UNKNOWN,No emotion toward brand or product,Neutral,Google,130
"Got in the Google party not before being interviewed by Twit TV, finally ran into @mention #sxsw",UNKNOWN,Positive emotion,Positive,Google,96
I'm at the google party. @mention Rocks! #sxsw,Google,Positive emotion,Positive,Google,46
Here's the guy who bought the first #iPad2 at the #SXSW popup store (hope he registers for his Thoora beta!) {link},iPad,Positive emotion,Positive,Apple,115
If you are heading to #sxsw make sure you have the @mention holler gram  {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,79
"With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple,94
"Man, these hipsters are getting crazy at the Google party #SXSW  {link}",Google,Positive emotion,Positive,Google,71
"New update HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,91
What Apple hopes you didn't notice about iPad 2 {link} #sxsw #sxswi #technology #mobile #prodmktg,iPad,Negative emotion,Negative,Apple,97
Inevitable huge lines for iPads at Austin Apple store #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,66
Looks like I was an hour late for getting an ipad. #SXSW #sadpanda,iPad,No emotion toward brand or product,Neutral,Apple,66
"If someone in Austin will let me borrow their iPhone charger for a short time, I will heart you for a long time. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,118
Sorry some in Austin are taking advantage. ���@mention @mention we paid $30 to the apple popup from the pepsi stand�۝ #SXSW #pedicabs,UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
200 people in line at pop up Apple store at #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,49
I would be interested to hear recomds RT @mention recommends using google voice to separate work from life #evolvingworkplace #sxsw,Other Google product or service,Positive emotion,Positive,Google,131
And for de Ipad :D?? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
Win a free iPad 2 from webdoc.com #sxsw RT,UNKNOWN,No emotion toward brand or product,Neutral,Apple,42
Win a free ipad 2 from webdoc.com #sxsw RT (awesome tech right here),iPad,Positive emotion,Positive,Apple,68
"Inside the iPad 2: chip brings 50% browsing boost: RT @mention Best Hungry at #sxsw Tip: Mekong River, g... {link}",iPad,Positive emotion,Positive,Apple,114
OMG...free iPad 2s in Salon H! One am! #SXSW!,iPad,Positive emotion,Positive,Apple,45
"Would love ipad2 and to be at #sxsw RT @mention After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2",iPad,Positive emotion,Positive,Apple,130
"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",Google,Negative emotion,Negative,Google,107
So #google is going to try #socialnetworking again with #googlecircles to be announced today at #sxsw  We shall see...,UNKNOWN,No emotion toward brand or product,Neutral,Google,118
"Then there is hope I too may someday keynote SWSX! RT @mention Bored during keynote #sxsw, but have an iPad  {link}",iPad,Positive emotion,Positive,Apple,115
The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW,Google,Positive emotion,Positive,Google,122
"seems like just about every iphone app has a new update this week, guess its the #SXSW Factor",UNKNOWN,No emotion toward brand or product,Neutral,Apple,93
"Did Google just buy Foursquare? &quot;I don't know...that's an interesting question,&quot; said Foursquare CEO Crowley.  ?????????? #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,137
Is #Google launching a new social network today? #SXSW #socialmedia {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,74
Why are we leaning on web conventions like small buttons on the iPad? #UXDes #sxsw,iPad,Negative emotion,Negative,Apple,82
