id,tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
1646,"With the #sxsw app and Google Maps, I'm pretty sure that the schwag bag is just a waste of paper.",Other Google product or service,Positive emotion,Positive,Google,97
1647,"@mention #sxsw blogger is orange, wodpress is blue, Google owns the market, so what do you do #winning",Google,Positive emotion,Positive,Google,102
1648,My first #SXSW blog post for the @mention Grand opening of the Apple popup store {link},Apple,Positive emotion,Positive,Apple,87
1649,Those at #SXSW check out the Holler Gram ipad app from @mention  {link} &lt; tis covered in awesome sauce!,iPad or iPhone App,Positive emotion,Positive,Apple,106
1650,@mention #SXSW don't forget @mention to plan your schedule. Plus our free iphone app {link},iPad or iPhone App,Positive emotion,Positive,Apple,91
1652,"All this #sxsw gadget lust is rubbing off on me, I think I want an iPad 2... must escape soon!",iPad,Positive emotion,Positive,Apple,94
1655,@mention #SXSW iPad rocks,iPad,Positive emotion,Positive,Apple,25
1657,@mention #sxsw is going to be alot better when u have iPad 5 to carry around ;),iPad,Positive emotion,Positive,Apple,79
1658,"#sxswnui #sxsw laptop denotes work, #iPad denotes fun",iPad,Positive emotion,Positive,Apple,53
1660,Google's #SxSW party theme is &quot;Party like it's 1986&quot; :) (@mention Maggie Mae's) [pic]: {link},Google,Positive emotion,Positive,Google,103
1662,Enjoying #SXSW Radio Station {link} If you have an iphone use link {link} &amp; plug it into your sound system.,iPhone,Positive emotion,Positive,Apple,111
1663,Me too!! #sxsw RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,Google,Positive emotion,Positive,Google,112
1666,My first #SXSW survival kit. iPhone not in the shot because I'm using it to take the picture.  {link} I might be ready.,iPhone,Positive emotion,Positive,Apple,119
1668,Who's at #sxsw that can a 64gb iPad 2 with 3G? I'll Paypal right now! ;),iPad,Positive emotion,Positive,Apple,72
1670,Fear not #SXSW-ers! RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link},Apple,Positive emotion,Positive,Apple,94
1673,"&quot;At #SXSW, Apple schools the marketing experts&quot;  {link}",Apple,Positive emotion,Positive,Apple,65
1674,"#tech At #SXSW, Apple schools the marketing experts {link}",Apple,Positive emotion,Positive,Apple,58
1675,"bored at #SxSW, try this iphone app: {link}",iPad or iPhone App,Positive emotion,Positive,Apple,43
1677,Free for #SXSW: fluffertraX Radio #iPhone app--{link},UNKNOWN,Positive emotion,Positive,Apple,53
1679,Going to #SXSW? Come by the #EMC Consulting booth for your chance to win an iPad 2! @mention @mention,iPad,Positive emotion,Positive,Apple,101
1685,Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp,iPad or iPhone App,Positive emotion,Positive,Apple,102
1690,Evernote + iPhone is awesome for #sxsw notes/photos #taccsxsw,iPhone,Positive emotion,Positive,Apple,61
1692,Quadroid = Qualcomm + Android just called the platform of the next decade vs Wintel #sxsw #cloud,Android,Positive emotion,Positive,Google,96
1695,"I'll pay $900 for a new iPad 2, white, 32 GB, 3G in the next 20 hours. {link} #willpay #sxsw #zaarly",iPad,Positive emotion,Positive,Apple,100
1697,Google: 40% of map usage is mobile. Seeing a demo of new version of mobile maps. Nice! #SXSW,Other Google product or service,Positive emotion,Positive,Google,92
1700,"#SXSW 2011 Trends:
Out: Google
In: Twitter
Next: Angry Birds",Google,Positive emotion,Positive,Google,60
1706,The iPad 2 goes on sale next Friday...the Austin Apple Store is going to be busy! #SXSW,iPad,Positive emotion,Positive,Apple,87
1708,The iPad 2 is just a better product... They have had time to make worthwhile improvements... @mention Diller #SXSW,iPad,Positive emotion,Positive,Apple,114
1710,The iPad 2 launch is all the buzz at #SXSW 2011 {link} via @mention @mention #apple #tablet #marketing #advertising #ipod,iPad,Positive emotion,Positive,Apple,121
1711,The iPad 2 launch is really at *South By* in Austin?  That is so inde.    ���  #sxsw #mac #ipad @mention,iPad,Positive emotion,Positive,Apple,104
1714,The iPad 2 Takes Over #SXSW [#VIDEO] {link} #channels #gadgets #news #uncategorized,iPad,Positive emotion,Positive,Apple,83
1715,The iPad 2 Takes Over #SXSW [#VIDEO]: One of the biggest events the first day of SXSW 2011��_ {link},iPad,Positive emotion,Positive,Apple,100
1716,The iPad 2 Takes Over #SXSW [VIDEO] {link},iPad,Positive emotion,Positive,Apple,42
1717,The iPad 2 Takes Over #SXSW [VIDEO] {link} via @mention @mention,iPad,Positive emotion,Positive,Apple,64
1718,The iPad 2 Takes Over #SXSW [VIDEO]: {link},iPad,Positive emotion,Positive,Apple,43
1719,The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable,iPad,Positive emotion,Positive,Apple,56
1720,The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW,iPad,Positive emotion,Positive,Apple,60
1721,The iPad 2 Takes Over SXSW [VIDEO] {link} #ipad2 #SXSW,iPad,Positive emotion,Positive,Apple,54
1728,We're at 2nd and congress #SXSW #RewardsWagon with @mention bookbook iPad cases. Get here fast. :),iPad,Positive emotion,Positive,Apple,98
1731,The new #4sq3 looks like it is going to rock. Update for iPhone and Android should push tonight {link} #SXSW #KeepAustinWeird,UNKNOWN,Positive emotion,Positive,BOTH,125
1733,"#sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",UNKNOWN,Positive emotion,Positive,Apple,134
1734,{link} via @mention pretty neat database I must say.  does it work on my #android we shall see. #sxsw #party #free,Android,Positive emotion,Positive,Google,114
1735,Just won a @mention #sxsw mystery prize! I hope it's an iPad 2:) Thanks for a great panel and the gift. #DiscoTalk,iPad,Positive emotion,Positive,Apple,114
1736,"$15k for a &quot;high-quality PDF&quot; iPad app is a good investment for small mags, says Chris Tomlinson, formerly Texas Obs (now AP) #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple,141
1737,We setup a #SXSW demo restaurant page. Sign up or download our iPhone app to check it out {link} &amp; say hi to @mention at #SXSWi,iPad or iPhone App,Positive emotion,Positive,Apple,131
1738,Just got a back door invite to the Google party. goona network my ass off! #SXSW,Google,Positive emotion,Positive,Google,80
1739,Great idea behind #circles RT @mention &amp; @mention Google Launching Secret New Social Network Called Circles {link} #sxsw,Google,Positive emotion,Positive,Google,124
1740,"3rd time a charm? All about privacy! RT @mention Google to Launch New Social Network, Circles, maybe today? {link} #sxsw",UNKNOWN,Positive emotion,Positive,Google,120
1742,Just got a free iPhone charger. Someone came up to me and gave me one randomly. I love #sxsw!,iPhone,Positive emotion,Positive,Apple,93
1743,Just got a free iPhone-charger from Alex on the #Powermatteam. Wow. Makes life at #SXSW so much easier! Thanks!  {link},iPhone,Positive emotion,Positive,Apple,119
1745,Enjoying a Google ice cream sandwich at the GSD&amp;M party...with an edible wrapper! #welivehere #gsdm #SXSW  {link},Google,Positive emotion,Positive,Google,117
1746,"There is a great festival #app for #sxsw featured on the app store works with google maps and plan schedule, and it's #free",iPad or iPhone App,Positive emotion,Positive,Apple,123
1747,"Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",iPad,Positive emotion,Positive,Apple,101
1750,The Beluga iPhone app is the highlight of this #SXSW. Excellent way to coordinate the #sxsw4japan relief effort.,iPad or iPhone App,Positive emotion,Positive,Apple,112
1757,Just saw a preview of the new @mention iPad app. Awesome. #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple,63
1758,"Watching a promo for Google earth engine at 'Techies can save the world, why don't they?'. Harnessing collective power for good. #sxsw",Google,Positive emotion,Positive,Google,134
1759,If I was a really bad person I could have just stolen this guys ipad... Just saying. #sxsw,iPad,Positive emotion,Positive,Apple,90
1760,Just had a really great #mophie experience at #sxsw -a user for over 3 months I highly recommend their iPhone 4 battery #goodcustomerservice,iPhone,Positive emotion,Positive,Apple,140
1761,It's not a rumor: #Apple is opening up a pop-up store in downtown Austin for #SXSW &amp; iPad 2 launch (via @mention {link},iPad,Positive emotion,Positive,Apple,123
1767,It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch: It'... {link},Apple,Positive emotion,Positive,Apple,121
1771,"Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)",iPad,Positive emotion,Positive,Apple,119
1773,There is a tech bro posed as a homeless person outside the apple pop up with a sign asking for $$$ for an iPad #SXSW,iPad,Positive emotion,Positive,Apple,116
1774,At Q&amp;A with Google and Bing on website rankings. Fun. #sxsw,Google,Positive emotion,Positive,Google,63
1778,"3/5 available for Android. &gt;&gt; 5 Absolute, Must-Have Apps to Rock #SXSW Interactive by @mention {link} via @mention",Android App,Positive emotion,Positive,Google,120
1779,Free portable iPhone charger from @mention I'm about to use the heck out of this at #SXSW. {link},iPhone,Positive emotion,Positive,Apple,97
1780,saw #Hashable pushed out an update to its iPhone app - looks ready to use as the paperless biz card solution for  #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,119
1783,It's probably best to keep me away from any Apple pop up stores - the temptation to get a White 3G iPad for #SXSW is insanely tempting.,iPad,Positive emotion,Positive,Apple,135
1784,"Learning about all the latest food related apps.  Half the people in this rm make apps #sxsw #gsdm check out lovefresh, coming soon  iphone",iPad or iPhone App,Positive emotion,Positive,Apple,139
1785,Not just about pretty content. Nat Geo has pretty article on iPad. Cooler is twitter list of current Arctic explorers. #flipboard #SXSW,iPad,Positive emotion,Positive,Apple,135
1794,"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW",Apple,Positive emotion,Positive,Apple,142
1796,"Touch: trackpads first, iPhone, iPad - positives- more natural, don't have to sit, mobile, more relaxed #SXSW #sxswnui",iPhone,Positive emotion,Positive,Apple,118
1798,Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at #sxsw!,iPad,Positive emotion,Positive,Apple,64
1801,Got my ipad 2 and gave to red cross for japan what a first day at #sxsw,iPad,Positive emotion,Positive,Apple,71
1802,Win an iPad 2 at SXSW via @mention ! #sxsw {link},iPad,Positive emotion,Positive,Apple,49
1804,"has an ipad 2 in his hands, and it is exquisite. #sxsw",iPad,Positive emotion,Positive,Apple,54
1807,Win an iPad 2! via @mention Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat,iPad,Positive emotion,Positive,Apple,130
1809,writer iPad app {link} saved my ass on flight &amp; each bigger #SXSW panel - good job @mention @mention :) {link},iPad or iPhone App,Positive emotion,Positive,Apple,114
1810,Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},iPad or iPhone App,Positive emotion,Positive,Apple,74
1811,Win an iPad at SXSW via @mention #sxsw {link},iPad,Positive emotion,Positive,Apple,45
1815,Already had my first Google Circle search result. {link} cc @mention @mention #sxsw,Other Google product or service,Positive emotion,Positive,Google,83
1816,so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,iPad,Positive emotion,Positive,Apple,89
1819,"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Apple,Positive emotion,Positive,Apple,115
1822,Monday's Adfonic Daily is Out! Read about #iphone white release #Google social #sxsw and all things #mobile here ��� {link},iPhone,Positive emotion,Positive,Apple,123
1823,"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",iPad,Positive emotion,Positive,Apple,119
1826,@mention After #SXSW I will never again take a fully charged IPhone for granted; 24/7 pics edit tweet 4square apps =zap! &lt;Good 2 kno!,UNKNOWN,Positive emotion,Positive,Apple,136
1829,"packing bag for #sxsw,not taking DELL laptop (sorry richard)...at the mercy of bb torch and iphone, webmail too i suppose...cheers",iPhone,Positive emotion,Positive,Apple,130
1830,Best schwag I've seen at #SXSW is the @mention battery charger for your iPhone. How do I get one?!?!,iPhone,Positive emotion,Positive,Apple,100
1833,Waiting eagerly for Google to launch their secret new Social Network called Circles today at #SXSW &gt;&gt; Any new updates ?,Other Google product or service,Positive emotion,Positive,Google,125
1841,Want to make #SXSW Film more fun? Download #filmaster app {link} check-in to screenings &amp; get private recommendations!,iPad or iPhone App,Positive emotion,Positive,Apple,122
1845,The big takeaway from #SXSW interactive - I need an iphone.,iPhone,Positive emotion,Positive,Apple,59
1849,Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Apple,Positive emotion,Positive,Apple,117
1850,9 Essential Apps for #SXSW and Beyond | Underwire | Wired.com {link} #SocialMedia #iPhone #Android,iPad or iPhone App,Positive emotion,Positive,Apple,98
1853,My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.,Apple,Positive emotion,Positive,Apple,119
1856,@mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,Positive emotion,Positive,Google,133
1859,I just realized that I havnt used my laptop since Thursday. Pure #iPhone with a sprinkle of the #iPad2 on top. #Apple #SXSW,iPhone,Positive emotion,Positive,Apple,123
1873,Monthly value of user iOS $9.50. Android $7.20. Utility apps most valuable. #sxswEisner #sxsw,UNKNOWN,Positive emotion,Positive,Google,93
1875,DL the #Calyp App today! Avail in the iTunes App Store &amp; Android Market! #Calyp Look for us at #SXSW,Android App,Positive emotion,Positive,Google,104
1877,Google analytics can track offsite links as virtual page views using JavaScript. #moreknowledge #sxsw #mitharvard,Other Google product or service,Positive emotion,Positive,Google,113
1878,Google analytics rocks #VIEW512 #SXSW,Other Google product or service,Positive emotion,Positive,Google,37
1881,Holler Gram for iPad on the iTunes App Store -  {link} (via @mention #sxsw,UNKNOWN,Positive emotion,Positive,Apple,74
1882,Holler Gram for iPad on the iTunes App Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany - Free,iPad or iPhone App,Positive emotion,Positive,Apple,119
1883,"UMSHINI WAM/NIGHT FISHING are both weird as shit, but as @mention said they work well together. I liked both, esp the iPhone footage. #SXSW",iPhone,Positive emotion,Positive,Apple,139
1887,"Watching an 8 year old report on #sxsw via his iPhone shows that technology isn't going anywhere...until the robots revolt, that is.",iPhone,Positive emotion,Positive,Apple,132
1891,Just won an awesome iPad from @mention at the #sxswbuffalo lounge! My #sxsw experience is complete!,iPad,Positive emotion,Positive,Apple,99
1892,"#SXSW Vegan Guide Google Map (Austin, TX) ~ {link} ~ Based on the Lazy Smurf's info ~ {link}",Other Google product or service,Positive emotion,Positive,Google,92
1894,"I'll use an iPad 2 if someone gives it to me. Otherwise, iPhone is actually more than up to task #sxsw",iPhone,Positive emotion,Positive,Apple,102
1896,Just won an iPad 2 at #sxsw thanks to @mention #fxsw,iPad,Positive emotion,Positive,Apple,52
1897,Just got an iPad courtesy of a random stranger on the street...an Apple investor at #sxsw ... THANK YOU!!!! Utter... {link},iPad,Positive emotion,Positive,Apple,123
1898,@mention An iPad is cheaper than most laptops. #newsapps #sxsw,iPad,Positive emotion,Positive,Apple,62
1899,Is there an iPhone app that people use for #SXSW scheduling? This @mention is awesome but there isn't an app! #flummoxed,iPad or iPhone App,Positive emotion,Positive,Apple,120
1904,@mention and @mention saying hi at #sxsw with their new iPhone cases! #zazzlesxsw {link},UNKNOWN,Positive emotion,Positive,Apple,88
1905,@mention and @mention shooting some videos at #sxsw. PS - that is a pic from an iPad 2. {link},iPad,Positive emotion,Positive,Apple,94
1912,"Check in and offers through Google, cool. {link} #SXSW",Google,Positive emotion,Positive,Google,54
1917,@mention Android just got a big call out at #sxsw in they #gamelayer opening keynote. I knew you'd appreciate.,Android,Positive emotion,Positive,Google,110
1921,"Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,Positive emotion,Positive,Apple,106
1928,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to #SXSW! {link} #travel,iPad or iPhone App,Positive emotion,Positive,Apple,104
1931,The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,99
1935,Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link} #sxsw,UNKNOWN,Positive emotion,Positive,Google,134
1938,mom...I want my ipad 2 back! {link} #thingsthatdontgotogether #sxsw Lisa Rinna,iPad,Positive emotion,Positive,Apple,78
1939,I don't want to lose your love #google #SXSW,Google,Positive emotion,Positive,Google,44
1940,So brilliant. Rosso used a google  doc to paste in a recipe to make mothers think they generated a recipe for her. #leanstartup #sxsw,Other Google product or service,Positive emotion,Positive,Google,133
1942,what company company has the best supply chain? Walmart and Apple #behance #sxsw,Apple,Positive emotion,Positive,Apple,80
1947,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Google,Positive emotion,Positive,Google,118
1948,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,Google,Positive emotion,Positive,Google,103
1949,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",iPad,Positive emotion,Positive,Apple,82
1950,I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,iPad or iPhone App,Positive emotion,Positive,Apple,137
1953,@mention Apple is great at turning the new into the old  #SXSW,Apple,Positive emotion,Positive,Apple,62
1954,Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Apple,Positive emotion,Positive,Apple,87
1956,Does the apple pop-up store still have iPads? #sxsw #sxswi,iPad,Positive emotion,Positive,Apple,58
1957,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,Positive emotion,Positive,Apple,136
1959,"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",Apple,Positive emotion,Positive,Apple,64
1960,"At SXSW, Apple schools the marketing experts {link}  #SXSW",Apple,Positive emotion,Positive,Apple,58
1961,"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",Apple,Positive emotion,Positive,Apple,78
1962,"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",Apple,Positive emotion,Positive,Apple,72
1965,"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive emotion,Positive,Apple,89
1966,clever - Apple set to open popup shop in core of #SXSW action {link},Apple,Positive emotion,Positive,Apple,68
1969,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",Apple,Positive emotion,Positive,Apple,120
1973,Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},UNKNOWN,Positive emotion,Positive,Apple,87
1974,@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},iPad,Positive emotion,Positive,Apple,84
1984,"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,Positive emotion,Positive,Apple,113
1986,"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Other Google product or service,Positive emotion,Positive,Google,123
1991,"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",UNKNOWN,Positive emotion,Positive,Apple,118
1998,Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},iPad or iPhone App,Positive emotion,Positive,Apple,106
2002,iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,iPhone,Positive emotion,Positive,Apple,74
2008,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw",Google,Positive emotion,Positive,Google,84
2009,I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,iPhone,Positive emotion,Positive,Apple,75
2011,Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},iPad or iPhone App,Positive emotion,Positive,Apple,100
2012,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW,Google,Positive emotion,Positive,Google,139
2013,Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Other Google product or service,Positive emotion,Positive,Google,106
2014,Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,iPad or iPhone App,Positive emotion,Positive,Apple,125
2017,Android party #sxsw (@mention Lustre Pearl Bar w/ 36 others) {link},Android,Positive emotion,Positive,Google,67
2023,Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Apple,Positive emotion,Positive,Apple,131
2028,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",iPad,Positive emotion,Positive,Apple,124
2032,@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link},iPhone,Positive emotion,Positive,Apple,72
2035,"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",iPad,Positive emotion,Positive,Apple,58
2037,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,Positive emotion,Positive,Apple,140
2038,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,Apple,Positive emotion,Positive,Apple,140
2039,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;�۝,Apple,Positive emotion,Positive,Apple,128
2040,@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},Google,Positive emotion,Positive,Google,105
2042,@mention at #SXSW! Be the first to send us a pic of @mention and get a free download of our game! #Android #videogame #smartphone,Android App,Positive emotion,Positive,Google,129
2045,I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Apple,Positive emotion,Positive,Apple,93
2046,I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,Apple,Positive emotion,Positive,Apple,137
2047,I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,Apple,Positive emotion,Positive,Apple,98
2050,80s band at google/ACLU 1986 party rocks  #SXSW  {link},Google,Positive emotion,Positive,Google,55
2051,"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",iPad,Positive emotion,Positive,Apple,118
2054,"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Apple,Positive emotion,Positive,Apple,146
2056,Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,iPhone,Positive emotion,Positive,Apple,91
2058,@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Android,Positive emotion,Positive,Google,136
2059,Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},iPad,Positive emotion,Positive,Apple,124
2062,"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",iPad,Positive emotion,Positive,Apple,89
2063,The band at the Google party is the most entertaining band I have ever seen #sxsw,UNKNOWN,Positive emotion,Positive,Google,81
2065,The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},Apple,Positive emotion,Positive,Apple,76
2068,"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",Apple,Positive emotion,Positive,Apple,130
2071,bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,iPad,Positive emotion,Positive,Apple,139
2072,Another late start at #sxsw #sxswi damn you google and your rocking 80's party,Google,Positive emotion,Positive,Google,78
2073,The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,Google,Positive emotion,Positive,Google,63
2075,"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",iPad,Positive emotion,Positive,Apple,98
2076,Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,Positive,Google,114
2084,We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,Positive emotion,Positive,Apple,105
2091,"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,Positive emotion,Positive,Apple,96
2093,"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,Positive emotion,Positive,Google,145
2094,"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,Positive emotion,Positive,Apple,136
2095,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,Positive emotion,Positive,Apple,100
2097,iPad giveaway for using @mention at #sxsw {link},iPad,Positive emotion,Positive,Apple,48
2099,Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,Positive emotion,Positive,Apple,115
2100,@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,Positive emotion,Positive,Apple,61
2101,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,Positive emotion,Positive,Apple,82
2102,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,Positive emotion,Positive,Apple,91
2103,Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,Positive emotion,Positive,Google,101
2104,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,Positive emotion,Positive,Apple,115
2105,Giving away an iPad 2 at this panel. Wish me luck! #sxsw,iPad,Positive emotion,Positive,Apple,56
2106,Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},iPad,Positive emotion,Positive,Apple,112
2107,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",Apple,Positive emotion,Positive,Apple,138
2108,"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",UNKNOWN,Positive emotion,Positive,BOTH,134
2109,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",iPad,Positive emotion,Positive,Apple,129
2113,"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,Positive emotion,Positive,Google,161
2117,Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,Positive emotion,Positive,Google,122
2118,Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,Positive emotion,Positive,Google,122
2122,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Other Google product or service,Positive emotion,Positive,Google,135
2125,"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",Google,Positive emotion,Positive,Google,140
2127,"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",Google,Positive emotion,Positive,Google,145
2128,Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,Google,Positive emotion,Positive,Google,98
2134,Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw,UNKNOWN,Positive emotion,Positive,Google,137
2143,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,Google,Positive emotion,Positive,Google,121
